doc_uri,doc_id,title,metadata_row_found,aboutTaxon_count,has_aboutTaxon,aboutDisease_count,has_aboutDisease,aboutLocation_count,has_aboutLocation,documentProductionMode_count,has_documentProductionMode,total_structured_fact_count,metadata_aboutTaxon_present,metadata_aboutDisease_present,metadata_aboutLocation_present,metadata_documentProductionMode_present,missing_fact_types,confidence_to_backfill
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_025,PMC_025,Occurrence of viral pathogens in Penaeus monodon post-larvae from aquaculture hatcheries,True,2,True,1,True,1,True,1,True,4,True,True,True,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_026,PMC_026,Las bolitas Syndrome in Penaeus vannamei Hatcheries in Latin America,True,2,True,1,True,1,True,1,True,4,True,True,True,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_027,PMC_027,"Emergence of decapod hepanhamaparvovirus genotype V and its co-infection with Enterocytozoon hepatopenaei in cultured Penaeus vannamei in Thailand: Evidence from epidemiological, pathogenicity, and microbiome analyses",True,2,True,1,True,0,False,1,True,3,True,True,True,True,aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_028,PMC_028,"Microbiome of Pacific Whiteleg shrimp reveals differential bacterial community composition between Wild, Aquacultured and AHPND/EMS outbreak conditions",True,1,True,1,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_029,PMC_029,Selection of Lactic Acid Bacteria (LAB) Antagonizing Vibrio parahaemolyticus: The Pathogen of Acute Hepatopancreatic Necrosis Disease (AHPND) in Whiteleg Shrimp (Penaeus vannamei),True,1,True,2,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_030,PMC_030,Microbial signature profiles of Penaeus vannamei larvae in low-survival hatchery tanks affected by vibriosis,True,2,True,2,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_031,PMC_031,"Vibrios Associated with Litopenaeus vannamei Larvae, Postlarvae, Broodstock, and Hatchery Probiotics",True,2,True,1,True,0,False,1,True,3,True,True,True,True,aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_032,PMC_032,"Isolation, characterization, and pathogenicity of a Vibrio parahaemolyticus strain causing translucent post-larvae disease in Penaeus vannamei outside China",True,2,True,1,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_033,PMC_033,Delineating virulence of Vibrio campbellii: a predominant luminescent bacterial pathogen in Indian shrimp hatcheries,True,2,True,1,True,1,True,1,True,4,True,True,True,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_034,PMC_034,Genome Characterization and Infectivity Potential of Vibriophage-φLV6 with Lytic Activity against Luminescent Vibrios of Penaeus vannamei Shrimp Aquaculture,True,2,True,1,True,1,True,1,True,4,True,True,True,True,,low
